"reservatorio","data","afluencia","defluencia","nivel","volume_util"
"FURNAS","2024-04-15",459.48,603,764.99,76.34
"FURNAS","2024-04-22",584.88,435,765.06,76.86
"FURNAS","2024-04-29",297.23,597,765,76.41
"FURNAS","2024-05-06",561,561,764.96,76.12
"FURNAS","2024-05-13",152.44,583,764.83,75.18
"FURNAS","2024-05-20",317.48,461,764.77,74.75
"FURNAS","2024-05-27",494.52,351,764.74,74.53
"FURNAS","2024-06-03",353,353,764.8,74.97
"FURNAS","2024-06-10",169.93,744,764.72,74.39
"FURNAS","2024-06-17",261.41,979,764.5,72.81
"FURNAS","2024-06-24",120.41,838,764.22,70.79
"FURNAS","2024-07-01",279.02,823,763.93,68.73
"FURNAS","2024-07-08",364.01,636,763.71,67.23
"FURNAS","2024-07-15",242.01,514,763.51,65.86
"FURNAS","2024-07-22",186.01,594,763.28,64.29
"FURNAS","2024-07-29",169.02,713,763.08,62.93
"FURNAS","2024-08-05",63.28,848,762.78,60.94
"FURNAS","2024-08-12",156.28,941,762.37,58.25
"FURNAS","2024-08-19",326.47,1073,761.84,54.82
"FURNAS","2024-08-26",263.74,637,761.39,52.01
"FURNAS","2024-09-02",165.56,1110,760.91,49.04
"FURNAS","2024-09-09",131.56,1076,760.42,46.13
"FURNAS","2024-09-16",186.14,1102,759.86,42.86
"FURNAS","2024-09-23",242.86,913,759.38,40.17
"FURNAS","2024-09-30",179.31,1052,758.96,37.83
"FURNAS","2024-10-07",99.63,845,758.47,35.21
"FURNAS","2024-10-14",389.07,815,758.05,32.97
"FURNAS","2024-10-21",846.31,947,757.59,30.63
"FURNAS","2024-10-28",1496.17,892,757.52,30.27
"FURNAS","2024-11-04",492.53,996,757.23,28.81
"FURNAS","2024-11-11",1630.86,926,757.35,29.42
"FURNAS","2024-11-18",864,864,757.47,30.02
"FURNAS","2024-11-25",380.14,1085,757.28,29.06
"FURNAS","2024-12-02",332.19,522,756.98,27.55
"FURNAS","2024-12-09",946.17,342,757.4,29.67
"FURNAS","2024-12-16",1014.86,310,757.72,31.29
"FURNAS","2024-12-23",1286.81,222,758.18,33.66
"FURNAS","2024-12-30",1895.54,171,759.04,38.27
"FURNAS","2025-01-06",1313.46,152,760.07,44.06
"FURNAS","2025-01-13",858.33,150,760.68,47.68
"FURNAS","2025-01-20",896.53,150,761.13,50.38
"FURNAS","2025-01-27",1070.95,200,761.51,52.76
"FURNAS","2025-02-03",2604.17,250,762.37,58.25
"FURNAS","2025-02-10",1115.98,436,763.14,63.34
"FURNAS","2025-02-17",853.99,446,763.4,65.11
"FURNAS","2025-02-24",496,496,763.54,66.07
"FURNAS","2025-03-03",406,270,763.57,66.27
"FURNAS","2025-03-10",597,461,763.58,66.34
"FURNAS","2025-03-17",992.99,585,763.59,66.41
"FURNAS","2025-03-24",944.99,537,763.75,67.5
"FURNAS","2025-03-31",687,551,763.85,68.18
"FURNAS","2025-04-07",678,542,763.91,68.59
"FURNAS","2025-04-14",667,667,763.89,68.45
"FURNAS","2025-04-21",651.99,380,763.99,69.14
"FURNAS","2025-04-28",704,704,764.06,69.64
"FURNAS","2025-05-05",469,469,764.07,69.71
"FURNAS","2025-05-12",356.01,628,763.93,68.73
"FURNAS","2025-05-19",396.01,668,763.83,68.04
"FURNAS","2025-05-26",321.01,593,763.72,67.29
"FURNAS","2025-06-02",293.01,565,763.61,66.54
"FURNAS","2025-06-09",435,571,763.49,65.72
"FURNAS","2025-06-16",423,559,763.47,65.59
"FURNAS","2025-06-23",380,516,763.41,65.18
"FURNAS","2025-06-30",159.01,431,763.39,65.04
"FURNAS","2025-07-07",223.6,278,763.35,64.74
"FURNAS","2025-07-14",220,356,763.32,64.56
"FURNAS","2025-07-21",268,404,763.26,64.15
"FURNAS","2025-07-28",174.62,773,763.06,62.79
"FURNAS","2025-08-04",170.06,824,762.82,61.2
"FURNAS","2025-08-11",306.43,568,762.58,59.62
"FURNAS","2025-08-18",196.64,589,762.33,57.98
"FURNAS","2025-08-25",177.05,1048,761.84,54.82
"FURNAS","2025-09-01",64.89,687,761.57,53.13
"FURNAS","2025-09-08",100.89,723,761.27,51.26
"FURNAS","2025-09-15",168.5,1231,760.83,48.57
"FURNAS","2025-09-22",193.56,1138,760.35,45.7
"FURNAS","2025-09-29",140.79,1146,759.72,42.08
"FURNAS","2025-10-06",197.48,1091,759.3,39.73
"FURNAS","2025-10-13",239.17,1021,759.03,38.21
"FURNAS","2025-10-20",256.59,789,758.75,36.71
"FURNAS","2025-10-27",213.59,746,758.45,35.1
"FURNAS","2025-11-03",345.07,771,758.18,33.66
"FURNAS","2025-11-10",550,550,758,32.7
"FURNAS","2025-11-17",263.92,566,757.84,31.89
"FURNAS","2025-11-24",230.92,533,757.72,31.29
"FURNAS","2025-12-01",180.53,684,757.48,30.07
"FURNAS","2025-12-08",107.61,309,757.28,29.06
"FURNAS","2025-12-15",573.31,674,757.29,29.11
"FURNAS","2025-12-22",796.31,897,757.64,30.88
"FURNAS","2025-12-29",409,409,757.65,30.93
"FURNAS","2026-01-05",936.86,232,757.92,32.3
"FURNAS","2026-01-12",227.22,630,757.93,32.35
"FURNAS","2026-01-19",910.35,496,758.02,32.81
"FURNAS","2026-01-26",2105.7,402,758.61,35.96
"FURNAS","2026-02-02",1078.76,632,759.1,38.6
"FURNAS","2026-02-09",1998.28,658,759.63,41.57
"FURNAS","2026-02-16",1339.5,277,760.48,46.49
"FURNAS","2026-02-23",984.22,512,760.85,48.68
"FURNAS","2026-03-02",1027.84,779,761.36,51.82
"FURNAS","2026-03-09",836.84,588,761.52,52.82
"FURNAS","2026-03-16",1317.11,695,761.91,55.25
"FURNAS","2026-03-23",1437.3,391,762.41,58.51
"FURNAS","2026-03-30",565.79,435,762.65,60.08
"FURNAS","2026-04-06",1221.94,568,762.93,61.92
"FURNAS","2026-04-13",587,451,763.16,63.47
"FURNAS","2026-04-20",407,543,763.18,63.61
"FURNAS","2026-04-27",397,533,763.12,63.2
"FURNAS","2026-05-04",540,540,763.13,63.27
